Wed Jan 03 2018 11:37:06 GMT-0500 (EST), 49.867, 37.55 
Wed Jan 03 2018 11:38:06 GMT-0500 (EST), 74.753, 35.954 
Wed Jan 03 2018 11:39:07 GMT-0500 (EST), 69.914, 32.149 
Wed Jan 03 2018 11:40:05 GMT-0500 (EST), 40.759, 38.777 
